id,category,split
0fb5ac48,Numeral System,sft_train
0fccfb06,Unit Conversion,sft_train
0fcf912a,Transformation Rules,sft_train
0fd289d8,Gravity,sft_train
0fe06e8c,Bit Manipulation,sft_train
0fe53bac,Transformation Rules,sft_train
0ff02d68,Unit Conversion,sft_train
0ff70513,Gravity,sft_train
0ff72554,Text Cipher,sft_train
100c650a,Text Cipher,sft_train
100e280a,Bit Manipulation,sft_train
101410e4,Bit Manipulation,sft_train
10176ad8,Unit Conversion,sft_train
1021cb76,Gravity,sft_train
1029945a,Numeral System,sft_train
10491812,Numeral System,sft_train
104dc8aa,Bit Manipulation,sft_train
105255db,Numeral System,sft_train
1061a824,Unit Conversion,sft_train
10899bee,Text Cipher,sft_train
108af4d3,Numeral System,sft_train
109a6016,Gravity,sft_train
10a7cc36,Text Cipher,sft_train
10a94678,Transformation Rules,sft_train
10b19ba1,Gravity,sft_train
10b1ffc8,Unit Conversion,sft_train
10cac3bd,Text Cipher,sft_train
10d29630,Bit Manipulation,sft_train
10dfe5c5,Bit Manipulation,sft_train
10e0b5fd,Unit Conversion,sft_train
10e3585f,Unit Conversion,sft_train
10e6a430,Gravity,sft_train
10effb36,Numeral System,sft_train
10f1809a,Text Cipher,sft_train
10f9fc82,Text Cipher,sft_train
10ff9431,Transformation Rules,sft_train
10ffc5ea,Unit Conversion,sft_train
11084f88,Text Cipher,sft_train
1111a663,Text Cipher,sft_train
111296b0,Bit Manipulation,sft_train
1112ec96,Numeral System,sft_train
111e3b8e,Transformation Rules,sft_train
111e5397,Text Cipher,sft_train
112586df,Gravity,sft_train
112f8c9a,Gravity,sft_train
113ee3b2,Gravity,sft_train
1141c3ae,Unit Conversion,sft_train
1149ec8f,Text Cipher,sft_train
114a41e3,Bit Manipulation,sft_train
114a7439,Bit Manipulation,sft_train
114a8d85,Transformation Rules,sft_train
1153ce4a,Transformation Rules,sft_train
115de3e2,Text Cipher,sft_train
116a25e1,Unit Conversion,sft_train
1174ceb5,Gravity,sft_train
1179a56c,Gravity,sft_train
117b4e53,Bit Manipulation,sft_train
118889da,Transformation Rules,sft_train
118b6643,Bit Manipulation,sft_train
118b7024,Unit Conversion,sft_train
118f8c86,Transformation Rules,sft_train
119fa9e1,Numeral System,sft_train
11a3d729,Numeral System,sft_train
11a8af02,Text Cipher,sft_train
11b7435d,Text Cipher,sft_train
11bfb329,Text Cipher,sft_train
11d08160,Numeral System,sft_train
11d16271,Text Cipher,sft_train
11de2009,Unit Conversion,sft_train
11e77bf9,Transformation Rules,sft_train
11fee43b,Transformation Rules,sft_train
12009c93,Unit Conversion,sft_train
12154247,Bit Manipulation,sft_train
121fdc80,Numeral System,sft_train
122d207c,Gravity,sft_train
12368f5f,Gravity,sft_train
124db55f,Transformation Rules,sft_train
125e2a23,Unit Conversion,sft_train
126276d6,Gravity,sft_train
126caa2e,Gravity,sft_train
1271e669,Text Cipher,sft_train
127b232a,Gravity,sft_train
127bf9be,Gravity,sft_train
1282c5c5,Bit Manipulation,sft_train
12897b38,Bit Manipulation,sft_train
1294a3af,Text Cipher,sft_train
1298c980,Bit Manipulation,sft_train
129ce1ed,Text Cipher,sft_train
12a79912,Text Cipher,sft_train
12aaa60c,Numeral System,sft_train
12cce7b5,Unit Conversion,sft_train
12d4a2df,Transformation Rules,sft_train
12e0ac8c,Bit Manipulation,sft_train
12e947ca,Bit Manipulation,sft_train
12fe3d99,Gravity,sft_train
1302c7df,Text Cipher,sft_train
13042e4a,Gravity,sft_train
130d51dc,Numeral System,sft_train
1322241b,Transformation Rules,sft_train
132d4a51,Unit Conversion,sft_train
13343e94,Gravity,sft_train
1340260d,Numeral System,sft_train
1342687b,Transformation Rules,sft_train
1369abb7,Text Cipher,sft_train
136efb63,Text Cipher,sft_train
136ff653,Numeral System,sft_train
136ffda9,Gravity,sft_train
137bb1f4,Unit Conversion,sft_train
137f1be6,Unit Conversion,sft_train
1382b4f7,Unit Conversion,sft_train
13881f2a,Gravity,sft_train
13892a7c,Transformation Rules,sft_train
13912aeb,Text Cipher,sft_train
13ad7bce,Transformation Rules,sft_train
13ae247c,Text Cipher,sft_train
13d697de,Unit Conversion,sft_train
13ee1abb,Text Cipher,sft_train
13eebd6e,Gravity,sft_train
13eebe61,Bit Manipulation,sft_train
13f40f19,Gravity,sft_train
13f76716,Bit Manipulation,sft_train
140d8ce7,Text Cipher,sft_train
140fc23e,Gravity,sft_train
1411152e,Unit Conversion,sft_train
1419a453,Text Cipher,sft_train
141a881e,Transformation Rules,sft_train
141ab6ac,Unit Conversion,sft_train
142a54ef,Text Cipher,sft_train
143ba63e,Gravity,sft_train
143c78e0,Gravity,sft_train
144a3e31,Transformation Rules,sft_train
1450fbc4,Transformation Rules,sft_train
145454da,Gravity,sft_train
14570aeb,Unit Conversion,sft_train
145c9296,Text Cipher,sft_train
147b4c3c,Gravity,sft_train
14856575,Numeral System,sft_train
148fd92c,Numeral System,sft_train
14917af8,Bit Manipulation,sft_train
14955cab,Numeral System,sft_train
1497f970,Transformation Rules,sft_train
14a30d8f,Bit Manipulation,sft_train
14a31439,Text Cipher,sft_train
14af731d,Numeral System,sft_train
14cca3a2,Unit Conversion,sft_train
14d4d68e,Transformation Rules,sft_train
14dc1dbb,Unit Conversion,sft_train
14fd5550,Gravity,sft_train
1509bbb0,Text Cipher,sft_train
15173bd1,Unit Conversion,sft_train
1520013c,Transformation Rules,sft_train
1520fb1d,Gravity,sft_train
152559af,Text Cipher,sft_train
1528c054,Text Cipher,sft_train
15305f6a,Bit Manipulation,sft_train
1532c0d1,Bit Manipulation,sft_train
1542039b,Numeral System,sft_train
1545b8f1,Transformation Rules,sft_train
1561edaf,Unit Conversion,sft_train
1564de32,Numeral System,sft_train
156e8c2c,Transformation Rules,sft_train
157228d7,Transformation Rules,sft_train
157f8266,Text Cipher,sft_train
15805129,Numeral System,sft_train
1580f498,Transformation Rules,sft_train
15950a46,Transformation Rules,sft_train
1596356e,Gravity,sft_train
159f713c,Text Cipher,sft_train
15b1b62e,Unit Conversion,sft_train
15cf49bb,Gravity,sft_train
15d108f2,Text Cipher,sft_train
15d1668d,Text Cipher,sft_train
15daf9bf,Numeral System,sft_train
15e79ae0,Gravity,sft_train
16122fba,Bit Manipulation,sft_train
16186320,Bit Manipulation,sft_train
161d4390,Bit Manipulation,sft_train
162f9eb3,Gravity,sft_train
162ff61a,Transformation Rules,sft_train
16436182,Gravity,sft_train
164b3241,Transformation Rules,sft_train
164f1fd0,Gravity,sft_train
164f3ee2,Text Cipher,sft_train
1654bd39,Text Cipher,sft_train
165df245,Text Cipher,sft_train
16699d43,Transformation Rules,sft_train
168b5071,Text Cipher,sft_train
16a0cb8a,Unit Conversion,sft_train
16b45644,Gravity,sft_train
16cf827a,Transformation Rules,sft_train
16d0c65e,Gravity,sft_train
16d72830,Gravity,sft_train
16db2c74,Bit Manipulation,sft_train
16ddcf94,Transformation Rules,sft_train
16e151ec,Bit Manipulation,sft_train
16e73f0e,Bit Manipulation,sft_train
16e7c742,Numeral System,sft_train
16fa37e8,Unit Conversion,sft_train
17038d51,Unit Conversion,sft_train
17093b07,Transformation Rules,sft_train
1709e73f,Gravity,sft_train
1722a63c,Unit Conversion,sft_train
172d2417,Bit Manipulation,sft_train
17479d8b,Text Cipher,sft_train
175db82b,Unit Conversion,sft_train
175fc78a,Transformation Rules,sft_train
177d60f2,Gravity,sft_train
177f0c22,Transformation Rules,sft_train
1785b35e,Transformation Rules,sft_train
1785b78c,Numeral System,sft_train
17c4b57e,Unit Conversion,sft_train
17c98340,Transformation Rules,sft_train
17d4849f,Gravity,sft_train
17d4aac4,Unit Conversion,sft_train
17d62f7a,Transformation Rules,sft_train
17de6d6d,Unit Conversion,sft_train
17df2ad5,Bit Manipulation,sft_train
17e513fd,Unit Conversion,sft_train
17f7fb09,Gravity,sft_train
17f99539,Unit Conversion,sft_train
17fc6883,Gravity,sft_train
17fe003b,Transformation Rules,sft_train
1815089c,Gravity,sft_train
18195366,Unit Conversion,sft_train
1845347a,Gravity,sft_train
184b74cd,Gravity,sft_train
18564041,Bit Manipulation,sft_train
18570e64,Numeral System,sft_train
185da1bb,Numeral System,sft_train
18602be3,Bit Manipulation,sft_train
1861c08f,Transformation Rules,sft_train
186cccdf,Gravity,sft_train
18781580,Numeral System,sft_train
18840879,Numeral System,sft_train
188615db,Text Cipher,sft_train
18997574,Numeral System,sft_train
18a4d39d,Transformation Rules,sft_train
18ab3864,Bit Manipulation,sft_train
18ad64a2,Unit Conversion,sft_train
18b856d8,Numeral System,sft_train
18bb040b,Unit Conversion,sft_train
18bdf2cb,Numeral System,sft_train
18c0a23b,Unit Conversion,sft_train
18c54744,Bit Manipulation,sft_train
18c797f1,Bit Manipulation,sft_train
18e3cbd7,Unit Conversion,sft_train
18ffcc39,Gravity,sft_train
1907bede,Gravity,sft_train
190c6205,Text Cipher,sft_train
1914af14,Unit Conversion,sft_train
191ac967,Transformation Rules,sft_train
191ef87e,Numeral System,sft_train
19291958,Numeral System,sft_train
192c5984,Text Cipher,sft_train
193c21d5,Transformation Rules,sft_train
1954342b,Numeral System,sft_train
196959f6,Gravity,sft_train
196ff375,Transformation Rules,sft_train
1970e965,Numeral System,sft_train
197728ae,Gravity,sft_train
19968602,Transformation Rules,sft_train
19ab8087,Transformation Rules,sft_train
19c0c295,Numeral System,sft_train
19ce7c8e,Numeral System,sft_train
19d26998,Text Cipher,sft_train
19e10e14,Numeral System,sft_train
19f0e899,Gravity,sft_train
19f4b3d6,Bit Manipulation,sft_train
1a0adb89,Text Cipher,sft_train
1a112a8f,Transformation Rules,sft_train
1a20cfff,Unit Conversion,sft_train
1a28140b,Transformation Rules,sft_train
1a2ac571,Gravity,sft_train
1a337ccc,Gravity,sft_train
1a38a97d,Unit Conversion,sft_train
1a493b13,Transformation Rules,sft_train
1a4da9d9,Unit Conversion,sft_train
1a636841,Numeral System,sft_train
1a6c0053,Gravity,sft_train
1a7c8520,Bit Manipulation,sft_train
1a813172,Gravity,sft_train
1a862653,Bit Manipulation,sft_train
1aa75658,Text Cipher,sft_train
1ab54795,Transformation Rules,sft_train
1abaffca,Bit Manipulation,sft_train
1ac381a3,Unit Conversion,sft_train
1ac66163,Transformation Rules,sft_train
1ac84225,Unit Conversion,sft_train
1adac02d,Gravity,sft_train
1aec45f5,Gravity,sft_train
1af4f53a,Numeral System,sft_train
1afd4ae3,Unit Conversion,sft_train
1b009079,Unit Conversion,sft_train
1b019515,Transformation Rules,sft_train
1b09c95d,Unit Conversion,sft_train
1b1ab22a,Gravity,sft_train
1b36ce68,Gravity,sft_train
1b3891f3,Text Cipher,sft_train
1b3beb8f,Transformation Rules,sft_train
1b3f1b19,Numeral System,sft_train
1b562504,Numeral System,sft_train
1b5a086b,Text Cipher,sft_train
1b5cab20,Text Cipher,sft_train
1b616202,Text Cipher,sft_train
1b6366af,Transformation Rules,sft_train
1b816c65,Numeral System,sft_train
1b818620,Gravity,sft_train
1ba0e448,Numeral System,sft_train
1bb814a1,Numeral System,sft_train
1bc458f8,Text Cipher,sft_train
1bc85bd9,Transformation Rules,sft_train
1bca6ce6,Unit Conversion,sft_train
1bd77a66,Text Cipher,sft_train
1bde7dfb,Gravity,sft_train
1be1e238,Unit Conversion,sft_train
1bea1a7b,Bit Manipulation,sft_train
1bf3f0f1,Unit Conversion,sft_train
1bf84ce3,Bit Manipulation,sft_train
1bfd4975,Unit Conversion,sft_train
1c163ca8,Text Cipher,sft_train
1c27ef41,Gravity,sft_train
1c2a3c5b,Bit Manipulation,sft_train
1c2e9814,Transformation Rules,sft_train
1c3f2ff9,Bit Manipulation,sft_train
1c41e87d,Gravity,sft_train
1c4ac945,Text Cipher,sft_train
1c4fe8b4,Unit Conversion,sft_train
1c52091e,Gravity,sft_train
1c52ec13,Numeral System,sft_train
1c566511,Bit Manipulation,sft_train
