id,bucket,subbucket,source_id,source_mode,source_path,answer,pairing,operator,split_pos,path,prompt_sha1,target_sha1
syn_ne_dp_common_intersection_0011,common_intersection,none,syn_ne_mod_ab_cd_xmody_0124,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_xmody_0124.txt,19,BA_DC,%,4086,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0011.txt,fc8a928a05189fedafc54f0c593fa5f8d1892a47,7b1fc544eecab99a51a760e348cf4ba33d9edaf1
syn_ne_dp_common_intersection_0012,common_intersection,none,syn_ne_ba_dc_add_len2_xplusyminus1_0101,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ba_dc_addition/ba_dc_len2/syn_ne_ba_dc_add_len2_xplusyminus1_0101.txt,94,BA_DC,$,1076,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0012.txt,99f0379e659a45460ea07e9388faf2af8dd380f0,3dcfd4a7f254a919d7edbdb611c2b3f6ae97063a
syn_ne_dp_common_intersection_0013,common_intersection,none,syn_ne_ab_cd_sub_yminusx_len2_0005,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_yminusx_len2_0005.txt,34,BA_DC,~,5562,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0013.txt,1f753f0a6e159e3f73006ca3c742f314399658c9,3947856c6750d7c79efc4afe2b76a957de248813
syn_ne_dp_common_intersection_0014,common_intersection,none,syn_ne_ba_dc_sub_abs_0036,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ba_dc_subtraction/abs_x_y/syn_ne_ba_dc_sub_abs_0036.txt,#68,BA_DC,#,2153,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0014.txt,79e26cb76c1c5fed4cb51f4a7c2b0189c5f21287,0c8a70404b2247e4f46eab0d442289a53c501ffd
syn_ne_dp_common_intersection_0015,common_intersection,none,syn_ne_mod_ba_dc_ymodx_0058,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ba_dc_ymodx_0058.txt,6,BA_DC,%,4116,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0015.txt,7c54412f573ed5882e7e22c5aefe39c7921d82c6,f4319901d3a187c7617612aa141e158aa95b6600
syn_ne_dp_common_intersection_0016,common_intersection,none,syn_ne_ab_cd_sub_abs_len2_0007,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_abs_len2_0007.txt,!49,BA_DC,!,2120,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0016.txt,2897b9487f1258ad008bf2fb4512dd9f0f36f02c,28298847855dfc49460932165e5791b6a2197562
syn_ne_dp_common_intersection_0017,common_intersection,none,syn_ne_opa_ba_dc_visible_plus_0021,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/operator_absence/syn_ne_opa_ba_dc_visible_plus_0021.txt,41,BA_DC,+,2180,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0017.txt,053839cff42c6f43442356b526af92e35f8b7d1e,e0c826478c576923a2531d68b695f0efb9c35ff8
syn_ne_dp_common_intersection_0018,common_intersection,none,syn_ne_ba_dc_mul_xmulyminus1_0010,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ba_dc_multiplication/ba_dc_mul_minus_1/syn_ne_ba_dc_mul_xmulyminus1_0010.txt,9893,BA_DC,:,2191,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0018.txt,3d8ca06749c304e335e60d6ca380d3fd1c238d9f,1236a6e8a675ef06efa842351922b5f7e8a68f0a
syn_ne_dp_common_intersection_0019,common_intersection,none,syn_ne_ab_cd_sub_xminusy_len1_0001,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len1/syn_ne_ab_cd_sub_xminusy_len1_0001.txt,1,BA_DC,-,3459,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0019.txt,3cfc571a8fe0b8541a3a4fdb545375db38f53c63,74de75ed8655792a4e6957d9832ad38a74087a7a
syn_ne_dp_common_intersection_0020,common_intersection,none,syn_ne_opa_ab_cd_visible_mod_0011,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/operator_absence/syn_ne_opa_ab_cd_visible_mod_0011.txt,10,BA_DC,%,2265,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0020.txt,cc42d2384a0cae80513a39a0d25073101e6c4fa7,887ee03062ec74ace2c0f94f8098ee66a873832f
syn_ne_dp_common_intersection_0021,common_intersection,none,syn_ne_prefix_ab_cd_xminusy_0017,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/prefix_postfix/syn_ne_prefix_ab_cd_xminusy_0017.txt,$15,BA_DC,$,1500,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0021.txt,0b32643a4e99522ab7d56ea9c8fcbd60e268f3a0,000d69eec146f6ea9bf718c526ecf63353e6a037
syn_ne_dp_common_intersection_0022,common_intersection,none,syn_ne_ab_cd_add_minus1_mix_0009,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_addition/ab_cd_mix/syn_ne_ab_cd_add_minus1_mix_0009.txt,^78,BA_DC,^,1547,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0022.txt,aa3438e439456ce2b271d52166c3d6c29148414e,f064e532bf0b83d192b51d7588a200de86b7ee51
syn_ne_dp_common_intersection_0023,common_intersection,none,syn_ne_ab_cd_sub_abs_len2_0026,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_abs_len2_0026.txt,`96,BA_DC,`,2636,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0023.txt,a9b5a579aa083cbb33da20ddde5d72f47768995b,1286d72758971bf8adde0a095a4c8cb6737a3684
syn_ne_dp_common_intersection_0024,common_intersection,none,syn_ne_ab_cd_add_minus1_len3_0013,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_addition/ab_cd_len3/syn_ne_ab_cd_add_minus1_len3_0013.txt,58,BA_DC,',3713,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0024.txt,66dbde0d5f7a70db5d572088f728905d375efc59,82d03e5bdc423330c4acff8e1ad9f0d675210f17
syn_ne_dp_common_intersection_0025,common_intersection,none,syn_ne_ab_cd_mul_plus1_len4_0024,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len4_0024.txt,6567,BA_DC,:,2157,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0025.txt,8f1a121dbc14b6a180a229013f010cb1f46ec47e,a034eae6f3e5c00eb03653171e61cd7086ec663a
syn_ne_dp_common_intersection_0026,common_intersection,none,syn_ne_mod_ab_cd_maxxymodminxy_0084,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_maxxymodminxy_0084.txt,0,AB_CD,%,7200,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0026.txt,534e9de718e788bff7716b539540ef68e731419a,7e2e83f455250f598ba074a066527b44829ba3a0
syn_ne_dp_common_intersection_0027,common_intersection,none,syn_ne_mod_ab_cd_ymodx_0148,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_ymodx_0148.txt,4,AB_CD,%,5980,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0027.txt,a9c697aee8df811cf1415fbfb4e6bf24c8da99bf,d5a49601cdf0378b34ac3c0942e9c83159f445a4
syn_ne_dp_common_intersection_0028,common_intersection,none,syn_ne_ab_cd_add_plus1_len3_0022,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_addition/ab_cd_len3/syn_ne_ab_cd_add_plus1_len3_0022.txt,511,AB_CD,#,6779,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0028.txt,4a92f950b5bcaef7f7757a0f12debb45880421fc,0fb63e435b52107ad781e83d916d51f6eefddd46
syn_ne_dp_common_intersection_0029,common_intersection,none,syn_ne_ab_cd_mul_len3_0029,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul/syn_ne_ab_cd_mul_len3_0029.txt,864,AB_CD,{,8425,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0029.txt,f29fbf5a7ad33bd58791f1e4ae56585ad38f43d6,c9ee9887c1ba1240b6dd80f59f822ffe0e2b635b
syn_ne_dp_common_intersection_0030,common_intersection,none,syn_ne_ab_cd_mul_len3_0022,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul/syn_ne_ab_cd_mul_len3_0022.txt,969,AB_CD,-,7481,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0030.txt,a968eb2884967ebf1e9aed5ec0f6e00c0eb29b37,c88677149a3f583b0437516528794d5e08853963
syn_ne_dp_common_intersection_0031,common_intersection,none,syn_ne_ab_cd_mul_minus1_len3_0017,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_minus1/syn_ne_ab_cd_mul_minus1_len3_0017.txt,923,AB_CD,:,10493,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0031.txt,5b3f5ccbade839f0e23ea835f575f330f72a7e33,8dfea0dee0f417985d69581600e4cdab27ee2bc0
syn_ne_dp_common_intersection_0032,common_intersection,none,syn_ne_ab_cd_add_minus1_len3_0010,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_addition/ab_cd_len3/syn_ne_ab_cd_add_minus1_len3_0010.txt,128',AB_CD,',6042,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0032.txt,2026105247fe3da2d6e09e48148322964c85f2af,d1b0eadd9dcaff653319f62daf2e775a9c3b5302
syn_ne_dp_common_intersection_0033,common_intersection,none,syn_ne_mod_ab_cd_xmody_0122,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_xmody_0122.txt,19,AB_CD,%,6553,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0033.txt,ab8eabb5b165adef87758249756664da66f550bd,eb613fd59ade28a3ff1497ea9fe56092a77daf11
syn_ne_dp_common_intersection_0034,common_intersection,none,syn_ne_ab_cd_sub_abs_len2_0021,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_abs_len2_0021.txt,18:,AB_CD,:,7465,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0034.txt,81af830e11ed9dd1eeb58075efcaed3e8644d9e6,35425a8a8f50ed18ca8b3025030960a65746c563
syn_ne_dp_common_intersection_0035,common_intersection,none,syn_ne_ab_cd_mul_plus1_len3_0003,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len3_0003.txt,778,AB_CD,-,4836,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0035.txt,55ece9f512656e41c57929b51f304614e2580cfa,ce31e77cda3d1c3123a082a47e5f97a28d064b35
syn_ne_dp_common_intersection_0036,common_intersection,none,syn_ne_ab_cd_sub_abs_len2_0010,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_abs_len2_0010.txt,(61,AB_CD,(,8007,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0036.txt,bd3eaf409ecbf7a18ae9a10299b4ade59e74d825,a1b4b7ddb64ecaffd52d2606a5aad2630e9c2781
syn_ne_dp_common_intersection_0037,common_intersection,none,syn_ne_ab_cd_mul_plus1_len3_0030,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len3_0030.txt,981,AB_CD,>,5255,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0037.txt,e5821fd84b081f4d423feb4412556766d26b2ec5,005aa74f02d5b4eb7b04df2338597b3192942963
syn_ne_dp_common_intersection_0038,common_intersection,none,syn_ne_ab_cd_sub_yminusx_len2_0009,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_yminusx_len2_0009.txt,-22,AB_CD,"""",8144,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0038.txt,caa02d5441830a9c50fb281b661bf12887faf52a,8a11a2f3bf750ffa3782c1e60cbe014b2ec97e2c
syn_ne_dp_common_intersection_0039,common_intersection,none,syn_ne_ab_cd_add_minus1_len2_0009,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_addition/ab_cd_len2/syn_ne_ab_cd_add_minus1_len2_0009.txt,129,AB_CD,~,6422,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0039.txt,b2ef8ba114761445b45fa942883abda01a0cd07b,a377cf5149bac30987ea44363f7644da9d596bca
syn_ne_dp_common_intersection_0040,common_intersection,none,syn_ne_ab_cd_mul_plus1_len3_0016,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len3_0016.txt,672,AB_CD,&,8073,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0040.txt,21fd919b29fee34bea1f80511a62b7c2a66c0fa2,67fd6a176b81406fc50dbd6f86840b11ebda8109
syn_ne_dp_common_intersection_0041,common_intersection,none,syn_ne_ab_cd_mul_plus1_len3_0015,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len3_0015.txt,757,AB_CD,^,5252,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0041.txt,4edbf128e26527decf35420a7dc73f0854d9c4d8,e6b4fb2fa4ed4e2007acc987dcecb23ac13aab6f
syn_ne_dp_common_intersection_0042,common_intersection,none,syn_ne_ab_cd_sub_minmax_mix_0004,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_mix/syn_ne_ab_cd_sub_minmax_mix_0004.txt,-30,AB_CD,(,4801,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0042.txt,d388b42744a711a426a54d06b227551e9923620b,3a2904011531c49c1ea90162ae9ac9d5bf87c92b
syn_ne_dp_common_intersection_0043,common_intersection,none,syn_ne_ab_cd_mul_plus1_len3_0006,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len3_0006.txt,514,AB_CD,!,4315,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0043.txt,7ea7fe04748b0efd2acaad36d8fa38dbd13a760a,56d1da121cb61fc47b3d3825f806752f2d2e0b86
syn_ne_dp_common_intersection_0044,common_intersection,none,syn_ne_ab_cd_sub_minmax_len2_0008,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_minmax_len2_0008.txt,-32,AB_CD,?,8480,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0044.txt,3fc5cb177d112ad6e77e5447ceb1a903e603084a,9c7d5b10dd2d888fffd0f5f5e85b4907b61a64fd
syn_ne_dp_common_intersection_0045,common_intersection,none,syn_ne_mod_ab_cd_ymodx_0135,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_ymodx_0135.txt,5,AB_CD,%,8385,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0045.txt,cb8183ff8955f5c277ec6d8690f69d5fbb1670f5,1b31301fdd7cf7cea9476288b334cd9badd91279
syn_ne_dp_common_intersection_0046,common_intersection,none,syn_ne_mod_ab_cd_xmody_0108,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_xmody_0108.txt,18,AB_CD,%,5350,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0046.txt,4fe2f1b94a13b0dfa75318e7e517798cba80b393,30406b401379e32e17d43dcefbca3910cb0fbee3
syn_ne_dp_common_intersection_0047,common_intersection,none,syn_ne_ab_cd_mul_plus1_len3_0007,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_multiplication/ab_cd_mul_plus1/syn_ne_ab_cd_mul_plus1_len3_0007.txt,721,AB_CD,?,8170,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0047.txt,21ef7cc511833f3c5236315438ddab4c24734622,ff7a7885ca39cd0e75659c5bce9f8f881e000130
syn_ne_dp_common_intersection_0048,common_intersection,none,syn_ne_ab_cd_add_plus1_len3_0002,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_addition/ab_cd_len3/syn_ne_ab_cd_add_plus1_len3_0002.txt,411,AB_CD,~,6780,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0048.txt,87990ad2da57ff5c832d26d034f3cf8636ec4c08,53153ae09838ac24bb02ff59da246aa4e7239504
syn_ne_dp_common_intersection_0049,common_intersection,none,syn_ne_ab_cd_sub_minmax_len2_0001,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ab_cd_subtraction/ab_cd_len2/syn_ne_ab_cd_sub_minmax_len2_0001.txt,-13,AB_CD,:,6968,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0049.txt,0c0e9139b70965f2447eb3a3b465a1b4d6757e49,6990ac201178f3ff21f816e2441390e1a9f4f5c8
syn_ne_dp_common_intersection_0050,common_intersection,none,syn_ne_mod_ab_cd_ymodx_0140,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/modular/syn_ne_mod_ab_cd_ymodx_0140.txt,11,AB_CD,%,5892,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0050.txt,2847638106c55c086414b620aa52637fe088a13b,73146da6b90eaecee63bc07c3c543b226796f9ee
syn_ne_dp_common_intersection_0051,common_intersection,single,syn_ne_ba_dc_sub_abs_0070,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ba_dc_subtraction/abs_x_y/syn_ne_ba_dc_sub_abs_0070.txt,13-,BA_DC,-,5029,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0051.txt,686f61b70599474d300d343b7fc8c33ee7ecf948,bb8dbdc3ebdaa995c6ec06ee5a41334ec6e0c421
syn_ne_dp_common_intersection_0052,common_intersection,single,syn_ne_policy_literal_minus_opposite_sign_0001,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/non_unanimous_policy/literal_minus_opposite_sign/syn_ne_policy_literal_minus_opposite_sign_0001.txt,-11,BA_DC,-,1412,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0052.txt,68d568540b92a014f8c26ad62fc71d6744576230,5fc3513f32d27e11a458d18aeee510e2075bb9ea
syn_ne_dp_common_intersection_0053,common_intersection,single,syn_ne_policy_literal_minus_opposite_sign_0005,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/non_unanimous_policy/literal_minus_opposite_sign/syn_ne_policy_literal_minus_opposite_sign_0005.txt,-52,BA_DC,-,1412,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0053.txt,e077a14a1cb9e70677f139489da49da1f926d660,f596d4a274b3e140213c238f87dc20b8bbc68204
syn_ne_dp_common_intersection_0054,common_intersection,single,syn_ne_ba_dc_sub_abs_0051,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/ba_dc_subtraction/abs_x_y/syn_ne_ba_dc_sub_abs_0051.txt,<15,BA_DC,<,3797,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0054.txt,65f6b91f0a27c2636e5a4061a1cfc64faccb8c2a,11b957c15ee11621d6e54e80a3a347b2fad341a8
syn_ne_dp_common_intersection_0055,common_intersection,single,syn_ne_policy_literal_minus_opposite_sign_0023,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/non_unanimous_policy/literal_minus_opposite_sign/syn_ne_policy_literal_minus_opposite_sign_0023.txt,-5,BA_DC,-,1406,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0055.txt,3606dd5eac77dc39b82f01589cc5494e4e4e3396,675889d215527356f4c18d336d26d493ab1befe4
syn_ne_dp_common_intersection_0056,common_intersection,single,syn_ne_policy_literal_minus_opposite_sign_0021,synthetic,docs/train_ready/numeric_equation_transformation_rules/work_on/synthetic/non_unanimous_policy/literal_minus_opposite_sign/syn_ne_policy_literal_minus_opposite_sign_0021.txt,-01,BA_DC,-,1412,docs/numeric_equation_decision_point_curriculum/common_intersection/syn_ne_dp_common_intersection_0056.txt,9b90dfa7157dab4bce1d3e43a164b581a6644bdb,b4291082ced010bf1bef7e5cb05b3243a9f660c7
